S.No.,Lane,Type,Entry,Exit,Time
2748,1,1,15702.6,15710.08,7.48
2749,1,4,15704.28,15710.8,6.52
2750,1,1,15705.32,15710.8,5.48
2751,1,3,15709.52,15714.88,5.36
2752,2,2,15720.72,15730.8,10.08
2753,1,3,15717.24,15725.8,8.56
2754,2,1,15721.76,15728.36,6.6
2755,1,1,15721.72,15727.52,5.8
2756,1,1,15723.64,15730,6.36
2757,1,1,15725.32,15731.4,6.08
2758,2,3,15728.84,15733.52,4.68
2759,1,1,15741.76,15747.96,6.2
2760,1,2,15744.68,15750.88,6.2
2761,2,6,15746.76,15754.56,7.8
2762,2,2,15749.12,15756.68,7.56
2763,1,1,15761.6,15766.08,4.48
2764,1,4,15764.64,15773.72,9.08
2765,1,1,15765.96,15776.64,10.68
2766,1,2,15772.6,15778.48,5.88
2767,1,1,15779.28,15784.72,5.44
2768,2,1,15782.36,15786.96,4.6
2769,1,1,15782.68,15788.36,5.68
2770,1,2,15786.12,15792.64,6.52
2771,2,3,15797.08,15801.52,4.44
2772,1,3,15804.4,15809.84,5.44
2773,1,1,15809.2,15817.32,8.12
2774,2,2,15810.76,15816.92,6.16
2775,2,3,15813.72,15819.08,5.36
2776,1,1,15810,15817.32,7.32
2777,1,1,15817.72,15824.24,6.52
2778,1,1,15819.44,15826.88,7.44
2779,1,3,15827.6,15835.6,8
2780,2,3,15824.84,15833.08,8.24
2781,1,1,15828.28,15836.48,8.2
2782,1,1,15833.08,15840.48,7.4
2783,1,1,15835,15841.4,6.4
2784,1,2,15866.16,15871.28,5.12
2785,1,3,15866.08,15874.08,8
2786,2,3,15868.28,15873.72,5.44
2787,2,3,15869.48,15874.36,4.88
2788,2,3,15869.6,15875.32,5.72
2789,1,3,15866.68,15874.08,7.4
2790,2,3,15874.24,15879.36,5.12
2791,1,1,15894.36,15901.08,6.72
2792,1,3,15908.92,15916.6,7.68
2793,1,1,15916.6,15922.56,5.96
2794,1,3,15917.88,15922.4,4.52
2795,1,3,15919.32,15925.04,5.72
2796,1,2,15920.44,15925.88,5.44
2797,1,6,15931,15937.04,6.04
2798,1,2,15934.84,15940.76,5.92
2799,1,3,15937.6,15944,6.4
2800,1,2,15944.44,15957.52,13.08
2801,1,2,15946.36,15952.56,6.2
2802,1,3,15947.32,15954.24,6.92
2803,1,3,15948.28,15954.72,6.44
2804,1,3,15948.28,15955.16,6.88
2805,1,4,15950.2,15956.96,6.76
2806,1,4,15950.2,15957.8,7.6
2807,1,3,15950.2,15958.24,8.04
2808,1,2,15951.12,15960.56,9.44
2809,1,3,15954.04,15962.12,8.08
2810,1,1,15954.04,15962.92,8.88
2811,2,1,15962.16,15968.44,6.28
2812,1,1,15967.48,15973.24,5.76
2813,1,1,15977.08,15983.04,5.96
2814,1,1,15990.52,15996.72,6.2
2815,1,1,15992.8,15998.2,5.4
2816,1,1,15995.16,16000.36,5.2
2817,2,4,16019.52,16027,7.48
2818,2,3,16025.08,16029.88,4.8
2819,2,3,16026.32,16030.84,4.52
2820,1,3,16035.64,16040.96,5.32
2821,1,3,16037.56,16045.04,7.48
2822,1,2,16048.12,16053.96,5.84
2823,1,1,16056.76,16062.04,5.28
2824,2,1,16061.36,16068.28,6.92
2825,2,3,16066.32,16072.36,6.04
2826,1,1,16071.6,16075.92,4.32
2827,1,3,16084.6,16092.04,7.44
2828,2,2,16094.4,16100.92,6.52
2829,1,3,16102.4,16111.08,8.68
2830,1,2,16113.4,16120.44,7.04
2831,1,1,16119.16,16124.28,5.12
2832,1,1,16121.4,16127.12,5.72
2833,1,1,16124.92,16131.04,6.12
2834,1,1,16125.88,16134.28,8.4
2835,2,1,16120.96,16125.88,4.92
2836,2,1,16121.68,16126.84,5.16
2837,2,6,16128.92,16138.36,9.44
2838,2,3,16131.44,16140.28,8.84
2839,2,3,16134.04,16141.24,7.2
2840,2,3,16135.36,16142.2,6.84
2841,2,3,16136.76,16144.12,7.36
2842,2,1,16142.16,16148.92,6.76
2843,2,1,16144.28,16151.44,7.16
2844,2,3,16146.64,16155.64,9
2845,2,3,16163,16171,8
2846,1,2,16166.2,16173.44,7.24
2847,1,1,16171,16177.6,6.6
2848,1,2,16176.68,16184.72,8.04
2849,2,2,16180.88,16184.68,3.8
2850,1,3,16195,16202.48,7.48
2851,1,3,16196.92,16202.68,5.76
2852,1,3,16198.84,16204.92,6.08
2853,2,3,16200.84,16207.48,6.64
2854,1,3,16198.84,16204.92,6.08
2855,1,2,16206.52,16214.04,7.52
2856,1,1,16211.36,16216.32,4.96
2857,2,3,16215.6,16220.92,5.32
2858,1,1,16214.2,16219.8,5.6
2859,2,3,16223.88,16231.48,7.6
2860,1,3,16223.8,16230.88,7.08
2861,2,3,16235.44,16242.04,6.6
2862,2,2,16242.8,16246.84,4.04
2863,2,1,16243.64,16251.64,8
2864,1,1,16249.72,16256.04,6.32
2865,2,3,16255.04,16259.32,4.28
2866,1,3,16254.44,16260.24,5.8
2867,1,1,16255.48,16262.44,6.96
2868,1,1,16260.28,16267.4,7.12
2869,2,3,16273.6,16278.52,4.92
2870,2,3,16274.8,16279.48,4.68
2871,1,3,16279.48,16287.2,7.72
2872,2,3,16295.04,16302.12,7.08
2873,2,1,16297.36,16304.4,7.04
2874,1,3,16303.92,16308.4,4.48
2875,1,3,16305.84,16311.32,5.48
2876,1,1,16308.72,16318,9.28
2877,1,3,16321.52,16327.6,6.08
2878,1,3,16327.04,16331.16,4.12
2879,1,3,16328,16331.88,3.88
2880,1,3,16329.92,16333.2,3.28
2881,1,3,16331.84,16335.72,3.88
2882,1,5,16336.68,16344.4,7.72
2883,1,3,16340.12,16345.08,4.96
2884,2,3,16341,16345.32,4.32
2885,1,3,16341.52,16346.32,4.8
2886,1,3,16385.64,16394.28,8.64
2887,1,3,16391.4,16396.2,4.8
2888,2,3,16398.84,16407.76,8.92
2889,2,1,16398.88,16403.48,4.6
2890,1,1,16404.6,16409.92,5.32
2891,2,1,16408.24,16412.52,4.28
2892,1,1,16413.44,16417.24,3.8
2893,1,4,16418.28,16424.08,5.8
2894,1,4,16421.04,16425.96,4.92
2895,1,1,16425,16429.84,4.84
2896,1,1,16425.96,16431.44,5.48
2897,1,1,16429.32,16435.04,5.72
2898,1,1,16430.76,16436.52,5.76
2899,1,4,16433.64,16438.04,4.4
2900,2,1,16434.56,16438.24,3.68
2901,2,2,16443.52,16449,5.48
2902,1,2,16449.96,16456.68,6.72
2903,1,1,16450.4,16453.84,3.44
2904,1,2,16457.76,16466.52,8.76
2905,2,1,16463.36,16466.56,3.2
2906,2,2,16466.56,16470.12,3.56
2907,1,2,16473,16481.28,8.28
2908,1,1,16475.84,16480.96,5.12
2909,1,1,16484.28,16488.16,3.88
2910,1,1,16491.24,16496.08,4.84
2911,1,2,16495.36,16498.6,3.24
2912,1,3,16503.72,16508.72,5
2913,1,3,16507.68,16513.32,5.64
2914,1,3,16515.16,16524.48,9.32
2915,1,2,16530.6,16533.8,3.2
2916,1,3,16531.56,16539,7.44
2917,1,3,16533.48,16540.16,6.68
2918,1,2,16536.36,16543.08,6.72
2919,1,4,16536.36,16550.58,14.22
2920,1,3,16539.28,16543.08,3.8
2921,1,2,16544.04,16548,3.96
2922,1,2,16545.84,16549.56,3.72
2923,1,3,16552.68,16558.64,5.96
2924,1,2,16576.68,16580.92,4.24
2925,1,3,16577.44,16582.48,5.04
2926,2,3,16583.16,16588.16,5
2927,1,3,16590.12,16596.12,6
2928,1,2,16593,16599.76,6.76
2929,1,3,16594.92,16601.24,6.32
2930,1,2,16596.84,16602.52,5.68
2931,1,3,16604.52,16611.44,6.92
2932,1,3,16605.48,16612.24,6.76
2933,1,3,16609.32,16615.16,5.84
2934,1,6,16611.48,16617,5.52
2935,1,3,16614.96,16621.04,6.08
2936,1,2,16617.92,16623.76,5.84
2937,1,3,16621.84,16629.48,7.64
2938,1,1,16625.36,16631.72,6.36
2939,2,6,16629.16,16642.6,13.44
2940,2,1,16635.36,16647.72,12.36
2941,2,1,16638.12,16652.52,14.4
2942,1,2,16634.56,16642.04,7.48
2943,1,1,16637.16,16643.48,6.32
2944,2,2,16640.4,16652.52,12.12
2945,2,3,16644.04,16657.32,13.28
2946,2,3,16645.16,16657.32,12.16
2947,2,2,16647.48,16659.24,11.76
2948,1,3,16647.76,16651.68,3.92
2949,1,2,16662.12,16668.2,6.08
2950,1,3,16667.16,16673,5.84
2951,1,3,16668.6,16673.52,4.92
2952,1,2,16672.68,16680.36,7.68
2953,1,3,16675.56,16682.28,6.72
2954,2,1,16679.68,16685.16,5.48
2955,1,2,16688.04,16695.84,7.8
2956,1,1,16692.72,16698.44,5.72
2957,1,3,16703.4,16709.44,6.04
2958,2,3,16707.68,16712.04,4.36
2959,1,2,16713.96,16720.68,6.72
2960,2,1,16717.6,16722.6,5
2961,1,3,16718.8,16722.32,3.52
2962,1,3,16718.84,16724.08,5.24
2963,1,1,16720.68,16727.08,6.4
2964,1,3,16722.68,16729.48,6.8
2965,1,3,16725.24,16729.48,4.24
2966,2,1,16727.76,16735.08,7.32
2967,1,3,16724.52,16731,6.48
2968,1,3,16725.48,16731.96,6.48
2969,1,6,16755.24,16760.04,4.8
2970,1,3,16756.4,16761.96,5.56
2971,2,3,16757.6,16762.92,5.32
2972,1,2,16774.44,16784.2,9.76
2973,2,3,16787.88,16796.52,8.64
2974,1,3,16811.96,16817.72,5.76
2975,1,1,16813.76,16818.96,5.2
2976,1,1,16818.6,16823.4,4.8
2977,2,1,16818.84,16825.32,6.48
2978,2,2,16819.96,16825.32,5.36
2979,2,7,16824.36,16833,8.64
2980,2,4,16826.44,16834.92,8.48
2981,1,1,16826.48,16831.6,5.12
2982,2,3,16829.16,16836.84,7.68
2983,2,3,16830.24,16836.84,6.6
2984,2,1,16833.16,16840.68,7.52
2985,2,2,16835.4,16842.6,7.2
2986,2,2,16837.48,16845.48,8
2987,1,1,16840,16848.56,8.56
2988,2,2,16841.64,16847.4,5.76
2989,1,1,16843.12,16850.4,7.28
2990,1,1,16861.8,16867.8,6
2991,1,2,16870.44,16877.6,7.16
2992,2,2,16872.4,16878.12,5.72
2993,2,3,16881,16887.72,6.72
2994,1,4,16884,16890.6,6.6
2995,1,3,16894.44,16899.4,4.96
2996,2,3,16900.2,16905.96,5.76
2997,2,4,16924.88,16932.84,7.96
2998,1,2,16935.72,16943.36,7.64
2999,2,2,16939.56,16945.36,5.8
3000,1,1,16939.48,16946.28,6.8
3001,1,2,16941.04,16947.32,6.28
3002,2,1,16946.28,16952.04,5.76
3003,1,1,16952.04,16963.4,11.36
3004,1,1,16964.52,16969.04,4.52
3005,2,4,16972.36,16981.8,9.44
3006,2,1,16973.88,16979.32,5.44
3007,1,1,16982.6,16988.48,5.88
3008,1,1,16984.68,16990.52,5.84
3009,1,2,16986.6,16992.6,6
3010,1,1,16994.28,16999.6,5.32
3011,2,3,17000.56,17006.76,6.2
3012,2,2,17006.76,17018.28,11.52
3013,2,1,17053.16,17059.8,6.64
3014,1,1,17055.72,17061.72,6
3015,1,4,17069.16,17075.68,6.52
3016,1,4,17080.68,17094.44,13.76
3017,1,1,17096.04,17101.28,5.24
3018,1,1,17098.92,17104.68,5.76
3019,2,3,17110.08,17117.16,7.08
3020,1,3,17112.88,17118.6,5.72
3021,1,1,17126.76,17132.84,6.08
3022,1,1,17129.56,17134.84,5.28
3023,1,1,17133.48,17139.56,6.08
3024,1,1,17135.4,17140.68,5.28
3025,2,1,17138.12,17149.8,11.68
3026,1,1,17140.88,17147.16,6.28
3027,1,1,17150.04,17155.88,5.84
3028,1,3,17155.56,17162.12,6.56
3029,2,2,17161.32,17166.12,4.8
3030,1,3,17164.4,17172.64,8.24
3031,1,1,17169.96,17176.68,6.72
3032,2,1,17170.8,17175.72,4.92
3033,2,1,17172,17178.6,6.6
3034,1,1,17185.4,17191.36,5.96
3035,1,2,17190.12,17195,4.88
3036,1,3,17195,17201.64,6.64
3037,1,1,17206.44,17213.8,7.36
3038,1,2,17208.36,17215.2,6.84
3039,2,3,17210.28,17216.04,5.76
3040,2,3,17213.16,17218.92,5.76
3041,1,2,17219.88,17224.68,4.8
3042,1,3,17231.4,17236.88,5.48
3043,1,1,17233.32,17237.68,4.36
3044,1,2,17247.04,17255.56,8.52
3045,2,1,17248.08,17254.44,6.36
3046,2,1,17252.52,17259.24,6.72
3047,2,2,17255.64,17262.2,6.56
3048,2,1,17257.68,17264.04,6.36
3049,1,2,17259.24,17264.16,4.92
3050,2,2,17259.52,17266.92,7.4
3051,1,1,17265.12,17270.96,5.84
3052,1,1,17268.84,17273.92,5.08
3053,1,3,17280.36,17287.92,7.56
3054,1,3,17281.32,17289.16,7.84
3055,1,3,17304.36,17310.24,5.88
3056,2,1,17309.68,17315.88,6.2
3057,1,7,17328.36,17340.69,12.33
3058,1,2,17330.24,17337.96,7.72
3059,1,3,17332.2,17340.92,8.72
3060,2,3,17332.2,17337.96,5.76
3061,1,3,17334.12,17341.24,7.12
3062,1,2,17335.48,17343.6,8.12
3063,2,6,17337,17344.68,7.68
3064,1,3,17340.08,17347.56,7.48
3065,1,1,17341.8,17352.4,10.6
3066,1,1,17343.72,17355.84,12.12
3067,1,7,17350.44,17362.14,11.7
3068,1,2,17354.28,17361.96,7.68
3069,1,2,17356.2,17363.88,7.68
3070,1,2,17360.04,17365.8,5.76
3071,1,3,17364.84,17371.28,6.44
3072,1,2,17372.52,17379.08,6.56
3073,2,3,17378.28,17386.92,8.64
3074,2,1,17387.08,17393.64,6.56
3075,1,3,17388.84,17395.56,6.72
3076,1,2,17400.36,17408.24,7.88
3077,1,3,17404.2,17409.16,4.96
3078,1,1,17406.12,17411.28,5.16
3079,1,2,17418.64,17424.8,6.16
3080,1,1,17428.2,17433.32,5.12
3081,1,3,17433.96,17440.32,6.36
3082,1,2,17436.84,17441.61,4.77
3083,1,3,17437.8,17442.76,4.96
3084,2,3,17438.92,17445.48,6.56
3085,1,1,17452.28,17457,4.72
3086,1,3,17466.48,17471.4,4.92
3087,1,1,17475.24,17480.04,4.8
3088,1,1,17495.4,17501.32,5.92
3089,2,2,17526.84,17530.92,4.08
3090,2,1,17528.04,17532.84,4.8
3091,2,3,17533,17538.6,5.6
3092,2,1,17528.04,17533.8,5.76
3093,1,1,17533.8,17538.92,5.12
3094,2,1,17535.72,17541.48,5.76
3095,1,2,17539.56,17547.92,8.36
3096,2,1,17540.64,17546.28,5.64
3097,2,3,17545.04,17553,7.96
3098,1,3,17544.52,17552.52,8
3099,2,3,17548.4,17554.92,6.52
3100,1,3,17551.08,17560.72,9.64
3101,2,3,17562.32,17568.36,6.04
3102,1,2,17591.4,17595.8,4.4
3103,1,2,17595.24,17599.44,4.2
3104,2,1,17596.68,17601.96,5.28
3105,2,3,17599.36,17604.84,5.48
3106,2,3,17601,17606.76,5.76
3107,2,1,17602.44,17608.68,6.24
3108,2,1,17603.88,17611.56,7.68
3109,2,3,17606.48,17613.48,7
3110,2,3,17607.92,17615.4,7.48
3111,1,2,17635.56,17642.76,7.2
3112,1,1,17640.36,17646.64,6.28
3113,2,2,17649,17654.76,5.76
3114,1,3,17651.88,17658.6,6.72
3115,1,1,17656.68,17661.16,4.48
3116,2,3,17651.88,17659.56,7.68
3117,1,1,17663.4,17669.16,5.76
3118,2,3,17662.92,17669.16,6.24
3119,1,7,17670.12,17681.57,11.45
3120,1,3,17670.12,17675.16,5.04
3121,1,2,17675.88,17682.24,6.36
3122,1,3,17675.88,17683.64,7.76
3123,1,3,17677.8,17688.6,10.8
3124,1,1,17681.64,17688.24,6.6
3125,1,1,17683.44,17691.32,7.88
3126,1,3,17683.56,17689.32,5.76
3127,1,2,17686.44,17693.24,6.8
3128,1,3,17689.32,17696.4,7.08
3129,2,3,17698.52,17706.6,8.08
3130,2,3,17700.56,17708.52,7.96
3131,2,1,17715.24,17721,5.76
3132,1,3,17715.24,17725.84,10.6
3133,1,3,17723.88,17729.64,5.76
3134,2,3,17731.4,17736.36,4.96
3135,2,2,17732.36,17737.32,4.96
3136,1,1,17733.48,17739.24,5.76
3137,1,1,17737.32,17742.12,4.8
3138,2,3,17736.96,17742.12,5.16
3139,2,3,17742.8,17749.8,7
3140,1,1,17748.16,17755.08,6.92
3141,1,3,17749.8,17756.64,6.84
3142,1,1,17774.76,17782.04,7.28
3143,1,1,17776.68,17783.8,7.12
3144,2,6,17778.36,17784.36,6
3145,1,1,17779.28,17785.76,6.48
3146,2,1,17780.52,17789.16,8.64
3147,1,3,17782.52,17788.8,6.28
3148,1,4,17788,17792.52,4.52
3149,1,3,17790.68,17796.48,5.8
3150,2,2,17795.04,17800.68,5.64
3151,1,1,17804.52,17809.08,4.56
3152,2,3,17818.2,17824.68,6.48
3153,1,1,17840.04,17845.52,5.48
3154,1,3,17841,17846.76,5.76
3155,1,1,17843.88,17850.56,6.68
3156,1,3,17844.84,17849.64,4.8
3157,1,3,17849.52,17854.04,4.52
3158,1,3,17856.16,17862.64,6.48
3159,2,2,17856.36,17861.16,4.8
3160,1,3,17857.32,17866.32,9
3161,2,1,17856.84,17863.08,6.24
3162,2,1,17862.12,17868.84,6.72
3163,1,3,17868.48,17875.56,7.08
3164,1,3,17868.48,17875.92,7.44
3165,1,3,17888.04,17895.64,7.6
3166,1,2,17889.96,17895.8,5.84
3167,2,1,17937.56,17942.76,5.2
3168,1,3,17941.44,17944.88,3.44
3169,1,2,17946.32,17950.72,4.4
3170,1,1,17949.48,17956.72,7.24
3171,2,1,17953.92,17958.12,4.2
3172,1,3,17960.72,17968.04,7.32
3173,1,1,17969.4,17974.12,4.72
3174,1,1,17979.92,17987.36,7.44
3175,1,1,17981.72,17985.96,4.24
3176,1,1,17985.96,17990.76,4.8
3177,1,3,17987.88,17993.32,5.44
3178,1,1,17990.76,17996.52,5.76
3179,1,1,17996.52,18003.08,6.56
3180,1,4,17996.52,18010.65,14.13
3181,2,7,17996.88,18006.12,9.24
3182,1,7,18013.8,18027.36,13.56
3183,2,1,18013.8,18020.52,6.72
3184,1,3,18014.52,18020.72,6.2
3185,2,1,18015.56,18022.44,6.88
3186,2,1,18046.64,18054.12,7.48
3187,1,4,18047.4,18058.96,11.56
3188,1,1,18051.24,18063.88,12.64
3189,1,2,18054.08,18063.72,9.64
3190,2,2,18056.08,18061.8,5.72
3191,2,3,18060.04,18065.64,5.6
3192,2,3,18062.52,18070.44,7.92
3193,2,1,18063.88,18069.48,5.6
3194,2,2,18065.64,18072.36,6.72
3195,2,1,18068.04,18074.28,6.24
3196,1,1,18081,18087.88,6.88
3197,1,2,18087.72,18093.8,6.08
3198,1,3,18090.24,18095.04,4.8
3199,2,1,18092.52,18099.24,6.72
3200,2,1,18098.44,18105,6.56
3201,1,1,18132.84,18137.68,4.84
3202,1,1,18136.68,18143.24,6.56
3203,1,3,18140.52,18147.28,6.76
3204,1,1,18143.4,18150.12,6.72
3205,1,3,18152.64,18158.2,5.56
3206,1,2,18154.56,18158.68,4.12
3207,1,1,18158.64,18164.2,5.56
3208,1,2,18160.68,18166.32,5.64
3209,1,1,18170.28,18177.8,7.52
3210,2,3,18188.32,18194.28,5.96
3211,2,3,18190.44,18197.16,6.72
3212,2,3,18191.4,18198.12,6.72
3213,2,3,18192.6,18200.04,7.44
3214,2,2,18209.64,18215.4,5.76
3215,2,1,18216.68,18222.12,5.44
3216,2,1,18230.28,18235.56,5.28
3217,1,4,18235.56,18242.28,6.72
3218,1,1,18238.44,18245.16,6.72
3219,2,3,18239,18244.2,5.2
3220,1,1,18248.84,18254.68,5.84
3221,2,1,18262.44,18269.16,6.72
3222,2,3,18277.8,18283.56,5.76
3223,2,3,18279.72,18285.48,5.76
3224,2,3,18280.52,18286.44,5.92
3225,1,6,18302.76,18311.72,8.96
3226,1,2,18304.68,18310.24,5.56
3227,1,2,18310.44,18316.08,5.64
3228,1,2,18311.4,18318.28,6.88
3229,2,4,18313.32,18321,7.68
3230,1,3,18317.2,18324.72,7.52
3231,2,1,18334.4,18341.16,6.76
3232,1,1,18340.28,18346.12,5.84
3233,2,1,18345.8,18350.76,4.96
3234,1,3,18345.96,18353.44,7.48
3235,1,1,18346.92,18351.64,4.72
3236,1,1,18381.48,18388.12,6.64
3237,2,1,18391.96,18396.84,4.88
3238,1,3,18393,18399.6,6.6
3239,1,3,18402.6,18410.16,7.56
3240,2,3,18407.52,18416.04,8.52
3241,1,1,18411.44,18417,5.56
3242,1,1,18421.8,18426.6,4.8
3243,1,1,18436.08,18440.68,4.6
3244,1,3,18438.12,18444.12,6
3245,1,1,18442.92,18448.04,5.12
3246,2,3,18459.12,18465,5.88
3247,2,3,18462.52,18466.92,4.4
3248,2,3,18463.32,18468.84,5.52
3249,2,3,18464.04,18470.76,6.72
3250,1,1,18465,18469.28,4.28
3251,1,4,18468.84,18473.64,4.8
3252,1,1,18469.8,18475.56,5.76
3253,2,1,18474.4,18479.4,5
3254,2,5,18478.24,18485.16,6.92
3255,1,2,18487.08,18490.96,3.88
3256,1,1,18490.92,18495.84,4.92
3257,1,3,18499.32,18505.6,6.28
3258,2,1,18503.64,18510.12,6.48
3259,2,3,18506.96,18513,6.04
3260,1,3,18508.2,18513.96,5.76
3261,2,3,18510.56,18517.8,7.24
3262,1,1,18517.76,18523.56,5.8
3263,1,1,18519.72,18526,6.28
3264,1,3,18521.64,18527.96,6.32
3265,2,2,18524.4,18530.28,5.88
3266,2,3,18529.96,18535.08,5.12
3267,2,3,18551.4,18556.2,4.8
3268,2,3,18552.56,18558.12,5.56
3269,1,3,18574.24,18579.24,5
3270,2,2,18586.6,18591.72,5.12
3271,1,2,18589.8,18595.88,6.08
3272,1,2,18592.68,18599.2,6.52
3273,2,1,18594.64,18601.32,6.68
3274,2,7,18596.92,18611.88,14.96
3275,2,3,18603.24,18618.04,14.8
3276,2,2,18603.32,18616.68,13.36
3277,1,5,18608.04,18621.48,13.44
3278,1,2,18613.8,18622.44,8.64
3279,1,4,18617.64,18625.32,7.68
3280,2,3,18637.44,18644.52,7.08
3281,2,2,18646.44,18652.2,5.76
3282,2,3,18652.2,18662.76,10.56
3283,2,2,18659.88,18665.64,5.76
3284,1,3,18658.92,18664.12,5.2
3285,2,3,18660.96,18666.6,5.64
3286,1,3,18661,18669.4,8.4
3287,2,2,18662.76,18672.36,9.6
3288,2,3,18667.16,18672.36,5.2
3289,1,7,18667.16,18680.38,13.22
3290,2,1,18669.48,18677.16,7.68
3291,2,1,18671.24,18678.12,6.88
3292,2,2,18673.32,18681,7.68
3293,2,3,18675.24,18681,5.76
3294,2,3,18676.2,18682.92,6.72
3295,1,7,18680.04,18691.74,11.7
3296,1,4,18681.96,18692.46,10.5
3297,2,3,18681.76,18688.68,6.92
3298,1,3,18688.68,18701.24,12.56
3299,1,4,18690.6,18699.96,9.36
3300,1,3,18693.48,18702.12,8.64
3301,1,1,18694.44,18706.92,12.48
3302,1,2,18694.44,18702.36,7.92
3303,1,2,18698.28,18709.32,11.04
3304,2,1,18702.56,18709.32,6.76
3305,1,2,18699.24,18710.76,11.52
3306,2,3,18707.16,18713.64,6.48
3307,1,3,18708.6,18713.44,4.84
3308,1,2,18708.84,18715.56,6.72
3309,1,3,18710.76,18717.53,6.77
3310,1,2,18713.64,18720.36,6.72
3311,1,3,18714.6,18727.24,12.64
3312,2,3,18721.32,18727.08,5.76
3313,2,3,18723.16,18730.92,7.76
3314,1,3,18727.92,18733.64,5.72
3315,1,1,18733.68,18737.64,3.96
3316,1,1,18746.28,18752.04,5.76
3317,1,1,18748.16,18753.12,4.96
3318,1,1,18755.88,18761.24,5.36
3319,1,1,18757.88,18762.8,4.92
3320,1,3,18761.68,18766.64,4.96
3321,2,2,18769.32,18776.04,6.72
3322,1,1,18788.52,18793.32,4.8
3323,1,1,18788.52,18795.32,6.8
3324,1,1,18802.92,18808.12,5.2
3325,1,2,18808.68,18817.36,8.68
3326,1,2,18810.6,18816.16,5.56
3327,1,1,18812.52,18817.48,4.96
3328,1,1,18814.2,18821.32,7.12
3329,1,1,18815.4,18821.84,6.44
3330,1,1,18820.2,18825.24,5.04
3331,1,1,18823.08,18827.76,4.68
3332,1,1,18834.6,18842.28,7.68
3333,1,1,18849,18853.92,4.92
3334,1,1,18853.8,18861.64,7.84
3335,2,1,18861.64,18867.24,5.6
3336,2,2,18862.44,18866.28,3.84
3337,2,3,18864.96,18870.12,5.16
3338,1,1,18871.08,18876.84,5.76
3339,2,3,18871.24,18876.84,5.6
3340,2,2,18872.84,18877.8,4.96
3341,2,3,18887.48,18892.2,4.72
3342,1,3,18915.24,18921.04,5.8
3343,2,2,18921.04,18924.84,3.8
3344,1,3,18920.04,18925.8,5.76
3345,2,2,18924.52,18928.68,4.16
3346,1,2,18925.8,18931.56,5.76
3347,1,3,18927.72,18933.4,5.68
3348,1,7,18940.2,18947.88,7.68
3349,2,1,18946.96,18952.68,5.72
3350,2,1,18951,18957.48,6.48
3351,2,2,18951.8,18955.56,3.76
3352,2,1,18956.48,18963.04,6.56
3353,1,3,18953.64,18962.28,8.64
3354,2,1,18956.52,18962.28,5.76
3355,1,1,18958.36,18964.2,5.84
3356,1,1,18962.28,18968.84,6.56
3357,2,3,18965.28,18969.96,4.68
3358,2,3,18968.12,18972.84,4.72
3359,2,2,18969,18973.8,4.8
3360,1,3,18970.92,18976.8,5.88
3361,2,3,18971.92,18977.64,5.72
3362,2,1,18976.68,18981.48,4.8
3363,1,3,18970.92,18976.8,5.88
3364,1,1,18997.8,19005,7.2
3365,1,1,19001.64,19006.44,4.8
3366,2,3,19009.96,19021.8,11.84
3367,2,3,19010.84,19021.8,10.96
3368,2,2,19019.6,19024.68,5.08
3369,1,3,19028.52,19034.12,5.6
3370,2,3,19034.12,19043.88,9.76
3371,1,3,19032.36,19040.04,7.68
3372,1,3,19035.24,19042.72,7.48
3373,1,1,19036.2,19041.56,5.36
3374,2,3,19039.84,19046.76,6.92
3375,2,3,19041.96,19048.68,6.72
3376,1,3,19038.12,19043.76,5.64
3377,1,1,19039.08,19045.04,5.96
3378,1,3,19038.12,19043.88,5.76
3379,1,1,19039.08,19045.84,6.76
3380,2,3,19054.16,19059.24,5.08
3381,2,3,19054.8,19060.2,5.4
3382,2,3,19055.48,19062.12,6.64
3383,2,3,19056.6,19064.04,7.44
3384,1,5,19057.32,19068.84,11.52
3385,1,1,19059.24,19071.92,12.68
3386,1,3,19060.2,19067.88,7.68
3387,1,1,19063.08,19077.48,14.4
3388,2,3,19066.72,19074.6,7.88
3389,1,1,19063.08,19074.6,11.52
3390,1,3,19066.92,19074.24,7.32
3391,1,1,19065.96,19077.48,11.52
3392,2,5,19073.32,19079.4,6.08
3393,1,3,19070.76,19077.48,6.72
3394,1,3,19073.64,19080.08,6.44
3395,1,2,19075.56,19081.92,6.36
3396,1,2,19086.12,19090.44,4.32
3397,1,2,19098.04,19104.08,6.04
3398,1,1,19104.08,19109.72,5.64
3399,1,3,19101.48,19107.88,6.4
3400,2,2,19104.36,19109.16,4.8
3401,1,6,19117.8,19123.64,5.84
3402,1,3,19119.72,19125.96,6.24
3403,1,1,19130.28,19135.88,5.6
3404,1,1,19139.88,19143.72,3.84
3405,1,3,19146.6,19156.2,9.6
3406,1,2,19149.48,19158.12,8.64
3407,1,2,19152.36,19160.04,7.68
3408,1,1,19154.28,19161,6.72
3409,1,1,19161,19165.92,4.92
3410,2,2,19168.96,19174.44,5.48
3411,1,1,19173.6,19178.76,5.16
3412,1,2,19175.4,19180.72,5.32
3413,1,1,19177.32,19188.52,11.2
3414,1,4,19181.2,19192.68,11.48
3415,1,3,19196,19201.32,5.32
3416,2,3,19214.16,19219.56,5.4
3417,1,2,19215.8,19221.08,5.28
3418,1,1,19221.64,19227.4,5.76
3419,1,1,19224.36,19229.6,5.24
3420,2,5,19242.8,19248.36,5.56
